"Tenid","CondType","CondNo","Seq","CondText","CategoryId"
"E20/946","Condition","6","6","No activities being carried out within the proposed railway corridor (designated FNA 9031 ) that interfere with or restrict any rail route investigation activities being undertaken by the rail line proponent.",0
"M24/557","Condition","37","55","The rights of ingress to and egress from the Lease being at all reasonable times preserved to officers of the Department of Environment for inspection and investigation purposes.",0
"E70/4449","Endorsement","23","50","By approval the grant of this licence is amended to include Lot 830 on Deposited Plan 255889 and Lot 923 on Deposited Plan 101327 to a depth of 30 metres from the natural surface.",0
"M47/1523","Condition","10","10","All mining operations to meet the environmental outcomes as measured by the performance criteria stated in Table 55 of the Mining Proposal (Reg ID 77316) ""Eliwana Iron Ore Mine Project Stage 1"" dated 19 September 2019 signed by Brett McGuire, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-77316 as Doc ID 6877912.",0
"M36/72","Condition","10","13","No interference with the telegraph line or the installations in connection therewith.",0
"L38/58","Condition","9","9","The licensee and the Inspector have liberty to apply to the Warden in respect of any dispute or non-compliance with any of these conditions.",0
"M15/89","Condition","5","6","The lessee within three months of this condition being imposed submitting a plan of the ongoing mining operations and measures to safeguard the environment to the Director, Environment, DoIR for his assessment and written approval.",0
"L47/734","Condition","3","3","The rights of ingress to and egress from Miscellaneous Licences applications 47/728, 47/729 and 47/730 being at all times preserved to the licensee and no interference with the purpose or installations connected to the licences.",0
"M15/282","Condition","7","13","Mining on a strip of land 20 metres wide with any water main as the centreline being confined to below a depth of 31 metres from the natural surface and no mining material being deposited upon such strip.",0
"L47/237","Condition","24","25","Placement of waste material must be such that the final footprint after rehabilitation will not be impacted upon by pit wall subsidence or be within the zone of instability.",0
"M70/63","Condition","21","34","The lessee designating to the Regional Manager, CALM a responsible officer to direct and control the rehabilitation.",0
"L37/106","Condition","12","12","Truck warning signs must be installed at a distance of 300 metres both east and west of any intersection, to warn traffic on public roads of entering traffic from the road.",0
"L53/47","Condition","11","13","Arimco N.L. Limited will be responsible for the due maintenance of the Miscellaneous Licence in respect of any and all governmental, statutory or other authorities requirements regarding environmental matters.",0
"G20/25","Endorsement","3","5","The grant of the lease being confined to the natural surface of the land and thereunder to a depth of 45 metres.",0
"M24/180","Condition","15","25","The lessee submitting to the Executive Director, Environment Division, DMP, a brief annual report outlining the project operations, minesite environmental management and rehabilitation work undertaken in the previous 12 months and the proposed operations, environmental management plans and rehabilitation programmes for the next 12 months. This report to be submitted each year in:
* March",0
"E38/1861","Condition","9","9","The prior written consent of the Minister responsible for the Mining Act 1978 being obtained before commencing any exploration activities on Water Reserve 4771.",0
"M31/4","Condition","38","55","The road is to be clearly signposted as a private road and the signposting is to be regularly maintained at the leasee/licence holder's expense.",0
"M24/121","Condition","5","7","No mining on Bardoc Townsite without the prior written consent of the Minister for Minerals and Energy.",0
"M15/48","Condition","34","48","All mining operations to be managed to meet the environmental outcomes stated in Table 8-1 of the Mining Proposal (Reg ID 81173) ""Widgiemooltha Gold Project Revised Mining Proposal – Version 7"" dated 12 July 2019 signed by Robert Hartley – Exploration Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-81173 as Doc ID 6684021.",0
"E57/769","Condition","9","9","No interference with Geodetic Survey Station ONE TREE and mining within 15 metres thereof being confined to below a depth of 15 metres from the natural surface.",0
"R47/8","Endorsement","3","10","The grant of this Licence does not include land the subject of P47/1429 .",0
"L26/109","Condition","13","13","All constructions and equipment relating to this licence shall be to the satisfaction of the Regional Mining Engineer.",0
"P24/5005","Condition","6","6","No surface excavation approaching closer to the boundary of the Safety Zone established by Condition 5 hereof than a distance equal to three times the depth of the excavation without the prior written approval of the State Mining Engineer, DMP.",0
"M15/1541","Condition","30","54","A Mine Closure Plan is to be submitted in the Annual Environmental Reporting month specified in tenement conditions in the year specified below, unless otherwise directed by an Environmental Officer, DMIRS. The Mine Closure Plan is to be prepared in accordance with the ""Guidelines for Preparing Mine Closure Plans"" available on DMIRS's website:
* 2020",0
"E70/2898","Endorsement","4","37","The grant of this licence does not include the land the subject of prior Exploration Licence 70/2345. If the prior licence expires, is surrendered or forfeited that land may be included in this licence, subject to the provisions of the Third Schedule of the Mining Regulations 1981 titled ""Transitional provisions relating to Geocentric Datum of Australia"".",0
"E52/2009","Condition","6","6","No excavation, excepting shafts, approaching closer to the Great Northern Highway, Highway verge or the road reserve than a distance equal to twice the depth of the excavation and mining on the Great Northern Highway or Highway verge being confined to below a depth of 30 metres from the natural surface, and on any other road or road verge, to below a depth of 15 metres from the natural surface.",0
"M45/511","Condition","43","63","All ground disturbance to be undertaken within the disturbance envelope as represented by the spatial data provided on 10 April 2019 and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-78129 as Doc ID 6455536.",0
"M15/1615","Condition","13","23","All unused causeways, bunds and exploration drill pads on the lake bed being disconnected from the shoreline by excavating a near-shore section. Access to quadruped animals being prevented during periods when the lake has filled.",0
"E51/1920","Condition","6","6","The Licensee providing reasonable access to Main Roads' employees, contractors and agents to the land designated FNA 7148 in Tengraph and not interfering with the operations of Main Roads' employees, contractors and agents thereon.",0
"E77/2416","Condition","5","5","The prior written consent of the Minister responsible for the Mining Act 1978 being obtained before commencing any exploration activities on Water Reserve 22066 and Water Bore Reserve 22065.",0
"E37/1161","Condition","10","10","Mining on a strip of land 20 metres wide with any pipeline as the centreline being confined to below a depth of 31 metres from the natural surface and no mining material being deposited upon such stripwithout prior written consent of ownersand the rights of ingress to and egress from the facility being at all times preserved to the owners thereof.",0
"M38/346","Condition","19","24","On the completion of operations or progressively where possible, all waste dumps, tailings storage facilities, stockpiles or other mining related landforms must be rehabilitated to form safe, stable, non-polluting structures which are integrated with the surrounding landscape and support self-sustaining, functional ecosystems comprising suitable, local provenance species or alternative agreed outcome to the satisfaction of the Executive Director, Environment Division, DMP.",0
"E39/1009","Condition","5","5","The construction and operation of the project and measures to protect the environment being carried out generally in accordance with the document titled:
* ""Programme of Work Application for Exploration Licence 39/1009 and 39/1010"" (Exp 5794)"" dated 13 December 2006 and signed by Ben Wasse and retained on Department of Industry and Resources File No. T0601/200301.
* ""Programme of Work for Exp 7672 on Exploration Licence 39/1009"" dated 3 October 2007 signed by Matthew Grant and retained on Department of Industry and Resources File No. T0601/200301
* ""Programme of Works for EXP 8314 on Exploration Licence 39/1009"" dated 29 January 2008 signed by Ben McCormack and retained on Department of Industry and Resources File No. T0601/200301
* ""Programme of Works for exploration on Exploration Licences 39/1009, 39/956 and Mining Leases 39/1029, 39/1030, 39/1306, 39/984 and 39/988"" dated 26 September 2008 signed by Belinda Bastow and retained on Department of Mines and Petroleum file No. T7396/200701.;
* Programme of Work for Induced Polarisation Auger drilling on Exploration Licences 39/1009, 39/952 and 39/956 (Reg ID 21658) dated 22 April 2009 signed by Jeni Savage and retained on Department of Mines and Petroleum File No. T2540/200701;
* ""Programme of Work titled: Consolidated Group 1 Exploration Area - Tropicana JV Project on E39/1010, E39/1090, E39/1009, E39/956, E39/1306, E39/1008, E39/1204, E39/952 and E39/1016"" (Reg ID 23858) dated 17 August 2009 signed by Belinda Bastow, Environmental Manager - Exploration/Tropicana and retained on Department of Mine and Petroleum File No. T2540/200702;
* ""Programme of Work on E39/952, E39/956, E39/1008, E39/1009, E39/1010, E39/1090, E39/1204, E39/1306 for AngloGold Ashanti Australia Limited"" (Reg. ID 33605) dated 22 November 2011 signed by Belinda Fourie - Environmental Co-ordinator and retained on Department of Mines and Petroleum file No. EARS-POW-33605;
* ""Programme of Work on E39/1009 for AngloGold Ashanti Australia Limited"" (Reg ID 40128) dated 26 June 2013 signed by Jesse Ober - Environment and Heritage Officer and retained on Department of Mines and Petroleum File No. EARS-POW-40128;
* (PoW Reg ID 70810) ""TJV South Consolidated POW – Reg ID 70810"" dated 13 December 2017 signed by Matthew Stingemore and retained on Department of Mines, Industry Regulation and Safety File No. EARS-POW-70810 as Doc ID 5442010
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"L38/101","Condition","1","1","The Licensee submitting a plan of proposed operations and measures to safeguard the environment to the Mining Engineer-District Inspector of Mines (the Inspector) for assessment and written approval prior to commencing any development or construction.",0
"M45/665","Condition","12","16","No activity being carried out which presents access to or withdrawal of water by authorized users of any existing bore or well.",0
"M77/580","Condition","10","14","The lessee, at his expense, capping or filling all holes drilled, rehabilitating all areas cleared or otherwise disturbed and backfilling all volumes excavated during the term of the lease to the satisfaction of the Environmental Officer, DOIR. Backfilling and rehabilitation being required no later than six months after excavation unless otherwise approved in writing by the Environmental Officer, DOIR. Drill holes are to be capped or filled immediately after completion.",0
"E40/281","Condition","7","7","The prior written consent of the Minister responsible for the Mining Act 1978 being obtained before commencing any exploration activities on Rubbish Depot Reserve 7840.",0
"L77/155","Endorsement","2","24","Any proposal to abstract groundwater will be subject to regulation under the Rights in Water and Irrigation Act.",0
"M16/440","Endorsement","4","12","Persons claiming native title to the land the subject of this mining tenement entered into a deed under the Native Title Act 1993 with the State of Western Australia, the Minister responsible for the Mining Act 1978 and the tenement holder agreeing to the grant of the tenement. Copies of the deed were given to the National Native Title Tribunal pursuant to Section 34 of the Native Title Act and filed at the Department of Industry and Resources.",0
"L47/750","Endorsement","3","25","The grant of this Licence has been made in accordance with the RTIO Ngarluma Indigenous Land Use Agreement (WI2011/005) between the Gnarluma representatives the Ngarluma Aboriginal Corporation, MT Welcome Pastoral Co Pty Ltd, Hamersley Iron Pty Ltd, and Robe River Mining Co Pty Ltd and Associates, registered under the Native Title Act 1993 on 29 July 2011.",0
"L47/193","Endorsement","1","21","The Licensee's attention is drawn to the provisions of the:(i) The Aboriginal Heritage Act 1972 and any Regulations thereunder; (ii) Water and Rivers Commission Act 1995 and any Regulations thereunder; (iii) Rights in Water and Irrigation Act 1914 and any Regulations thereunder; and(iv) Draft Environmental Protection Groundwater Policy 1998.",0
"M77/633","Condition","20","27","18 months prior to the cessation of mining operations a tailings rehabilitation plan for the Radio Mill tailings facility being prepared and submitted to the State Mining Engineer for his assessment and written approval.",0
"M37/359","Condition","25","35","All mining operations to meet the environmental outcomes as measured by the performance criteria stated in Table 28 of the Mining Proposal (Reg ID 75746) ""Bannockburn Mining Proposal – Volume 2"" dated 15 October 2018 signed Lee Stephens, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-75746 as Doc ID 6116081.",0
"E45/4433","Condition","16","17","The rights of ingress to and egress from Miscellaneous Licence 45/110 being at all times preserved to the licensee and no interference with the purpose or installations connected to the licence.",0
"E15/1583","Endorsement","5","10","The storage and disposal of petroleum hydrocarbons, chemicals and potentially hazardous substances being in accordance with the current published version of the DWERs relevant Water Quality Protection Notes and Guidelines for mining and mineral processing.",0
"P15/6199","Condition","6","7","The prior written consent of the Minister responsible for the Mining Act 1978 being obtained before commencing any prospecting activities on Racecourse Crown Reserve 9947.",0
"P80/1627","Endorsement","1","15","The Licensee's attention is drawn to the provisions of the :
* Aboriginal Heritage Act 1972 and any Regulations thereunder; and
* Water and Rivers Commission Act 1995 and any Regulations thereunder; and
* Rights in Water and Irrigation Act 1914 and any Regulations thereunder.",0
"M77/1111","Condition","15","16","Any failure of components of the vat leach system resulting in a loss of potentially polluting matter to the environment, shall be immediately reported to the Environmental Officer, DMP. Thus report being accompanied by a programme for corrective action.",0
"L37/215","Condition","29","29","The Licensee will report any incident arising from mining activities that has caused, or has the potential to cause environmental harm or injury to land, to the Executive Director, Resource and Environmental Compliance Division, DMIRS within 24 hours of the Licensee becoming aware of the occurrence of the incident.",0
"P58/1835","Endorsement","10","19","All activity within proclaimed public drinking water source areas shall comply with the current published version of the Department of Water and Environmental Regulation (DWER) [Quality Protection Note 25 Land Use Compatibility in Public Drinking Water Source Areas]. Key issues that need to be considered within the Water Quality Protection Note are:
* All prospecting involving the storage, transport and use of toxic and hazardous substances (including human wastes) within public drinking water source areas being prohibited unless approved in writing by the DWER.
* Seek written advice from the DWER if handling, storing and/or using hydrocarbons and potentially hazardous substances.",0
"L24/196","Condition","15","18","The Licensee submitting to the Executive Director, Environment Division, DMP, a brief annual report outlining the project operations, minesite environmental management and rehabilitation work undertaken in the previous 12 months and the proposed operations, environmental management plans and rehabilitation programmes for the next 12 months. This report to be submitted each year in:
* March.",0
"M51/672","Condition","9","9","The prior written consent of the Minister responsible for the Mining Act 1978 being obtained before commencing any mining activities on Sanitary Site Reserve 22045 and Racecourse Reserve 22610.",0
"M29/65","Condition","23","32","The provisions of stock fences around the pits after completion of mining.",0
"G70/174","Condition","12","16","Within 1 month of the completion of the construction of the tailings impoundment embankment, a detailed construction report by an engineering/geotechnical specialist shall be submitted to the State Mining Engineer to certify that the construction satisfies the design intent. The report shall include the results of any roller compaction trials, the basis of any method specification adopted, the results of all construction quality control and soil testing records, and shall also present as-built drawings for the embankment earthworks and pipework.",0
"M29/200","Condition","22","26","The construction and operation of the project and measures to protect the environment being carried out generally in accordance with the document titled:
* ""Ground Disturbance Approval Application - Exploration on Mining Leases 29/233, 29/200, 29/201 and 29/298"" dated 9 September 2005 and signed by Mr David Potter, Geology Manager and retained on Department of Industry and Resources File No. 8404-96;
* ""Programme of Work on M29/200 for Bryan Smith Geosciences Pty Ltd"" (Reg ID 47989) dated 9 May 2014 signed by Bryan Smith and retained on Department of Mines and Petroleum File No. EARS-POW-47989;
* ""Reed Resources Ltd Environmental Management Plan"" dated April 2014 signed by Bryan Smith and retained on Department of Mines and Petroleum File No. EARS-POW-47989;
* (Reg ID 58864) ""Mining Proposal Princess Grace and Sand Prince West Project Revision 9"" dated 7 March 2017 signed by Jerko Zuvela, Director and retained on Department of Mines and Petroleum File No. EARS-MP-58864 as Doc ID 4864564;
* (Reg ID 58864) Letter titled ""Further Information Mining Proposal - Reg ID 58864 - Revised"" dated 20 April 2016 signed by Stephen Jones - Registered Manager and retained on Department of Mines and Petroleum File No. EARS-MP-58864 as Doc ID 4197213;
* (MCP Reg ID 74858) ""Comet Vale - Sand Queen Project Mine closure Plan Version 2"" dated 28 June 2018 signed by Franko Roverts - General Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MCP-74858 as Doc ID 5848412
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"L36/173","Condition","10","12","A Mine Closure Plan is to be submitted in the Annual Environmental Reporting month specified in tenement conditions in the year specified below, unless otherwise directed by an Environmental Officer, DMP. The Mine Closure Plan is to be prepared in accordance with the ""Guidelines for Preparing Mine Closure Plans, June 2011"" available on DMP's website:
* 2017",0
"M70/138","Endorsement","1","31","The land the subject of this lease affects a Rare Flora Site (including Rare Flora Site 101582) declared under the Wildlife Conservation Act 1950. Therefore, the lessee is advised to contact the Department of Conservation and Land Management for detailed information on the management of Declared Rare Flora present within the tenement area.",0
"L24/110","Condition","6","6","At the direction of the Inspector the applicant/ holder shall clear such area about any pipeline as determined by the Inspector of any dry or other growth considered by the Inspector to be likely to impede access to the pipeline and/or to be a potential risk for fire or for any other reason the Inspector may deem it necessary.",0
"M39/36","Condition","12","17","Any alteration or expansion of operations within the lease boundaries beyond that outlined in the above document(s) not commencing until a plan of operations and a program to safeguard the environment are submitted to the Executive Director, Environment Division, Department of Mines and Petroleum (DMP) for his assessment and until his written approval to proceed has been obtained.",0
"E51/1702","Condition","5","5","During any year that prospecting/exploration activities are undertaken on the licence under an approved Programme of Works, the licensee is to submit to the Executive Director, Environment Division, DMP, in August of that year, a map and brief report that identifies the location of all disturbances and rehabilitation activities that have occurred on the tenement under the approved Programme(s) of Works.",0
"M27/39","Condition","13","19","The lessee taking all reasonable and practicable measures to prevent or minimise the generation of dust from all materials handling operations, stockpiles, open areas and transport activities.",0
"M39/435","Condition","9","12","Persons claiming native title to the land the subject of this mining tenement entered into a deed under the Native Title Act 1993 with the State of Western Australia, the Minister for Mines and the tenement holder agreeing to the grant of the tenement.Copies of the deed were given to the National Native Title Tribunal pursuant to Section 34 of the Native Title Act and filed at the Department of Minerals and Energy.",0
"M77/86","Condition","20","35","At the completion of operations ore haulage roads being rehabilitated to the satisfaction of the State Mining Engineer. This may require the removal or reshaping of the road base and the re-establishment of natural drainage.",0
"M16/264","Condition","2","2","All surface holes drilled for the purpose of exploration are to be capped, filled or otherwise made safe after completion",0
"L47/325","Condition","5","5","No activities being carried out within the proposed rail and port corridor (designated FNA 7279 ) that interfere with or restrict any rail route investigation activities being undertaken by the rail line proponent.",0
"M45/925","Condition","23","34","A Mine Closure Plan for the Wodgina Iron Project is to be submitted in the Annual Environmental Reporting month specified in tenement conditions in the year specified below, unless otherwise directed by an Environmental Officer, DMIRS. The Mine Closure Plan is to be prepared in accordance with the ""Guidelines for Preparing Mine Closure Plans"" available on DMIR's website:
* 2020",0
"M47/359","Condition","13","16","Such further conditions as the Minister for Mines may from time to time consider necessary.",0
"E70/5081","Condition","9","10","Mining below 15 metres from the natural surface of the land in the Safety Zone established in Condition 7 hereof being approved by Mines Safety, DMIRS in consultation with the operator of the railway on corridor land.",0
"L47/800","Condition","8","8","The licensee, at his expense, rehabilitating all areas cleared, explored or otherwise disturbed during the term of the licence to the satisfaction of the Executive Director, Resource and Environmental Compliance, DMIRS.",0
"M63/284","Condition","24","46","The construction details of any tailings storage embankment shall be documented by an engineering or geotechnical specialist and confirm that the construction satisfies the design intent. The construction document shall include the records of all construction quality control testing, the basis of any method specification adopted, and any significant modifications to the original design together with the reasons why the modifications were necessary. The construction document shall also present as-built drawings for the embankment earthworks and pipework. A copy of the construction document shall be submitted to DME for its records.",0
"M77/1067","Endorsement","5","27","The land the subject of this lease affects a Rare Flora site/s (including Rare Flora Site 89741) declared under the Wildlife Conservation Act 1950. The lessee is advised to contact the Department of Conservation and Land Management for detailed information on the management of Declared Rare Flora present within the tenement area.",0
"L47/130","Condition","15","15","The construction and operation of the project and measures to protect the environment being carried out generally in accordance with the document titled:-
* ""Paraburdoo Gas Pipeline Project Notice of Intent"" (NOI 4823) dated 22 September 2004 and retained on Department of Industry and Resources File No. E0190/200401
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"M15/990","Condition","23","31","The lessee designated to the Regional Manager, CALM a responsible officer to direct and control the rehabilitation program.",0
"E45/2498","Condition","","19","Further conditions numbered 11 to 18 imposed by the Minister for Resources on 21 Jun 2007",0
"M15/726","Condition","18","22","Exploration programs involving vegetation disturbance are subject to the approval of the State Mining Engineer in consultation with the Regional Manager, CALM.",0
"M26/364","Condition","9","12","The construction and operation of the project and measures to protect the environment to be carried out in accordance with the document titled:
* (Reg ID 58596) ""Mining Proposal Addendum - Imperial Majestic Deposits - M25/350, L25/37, L25/49, L25/16, M26/417, M26/248 and M26/364"" dated 17 February 2016 signed by Jo Kiddie - Environmental Manager and retained on Department of Mines and Petroleum File No. EARS-MP-58596 as Doc ID 4083907;
* (MCP Reg ID 66469) ""Mount Monger Operations Mine closure Plan"" dated 28 April 2017 signed by Matthew O'Hara, Registered Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MCP-66469 as Doc ID 4967304 
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"E70/5221","Endorsement","3","17","The Licensee's attention is drawn to the provisions of the:
•Waterways Conservation Act, 1976
•Rights in Water and Irrigation Act, 1914
•Metropolitan Water Supply, Sewerage and Drainage Act, 1909
•Country Areas Water Supply Act, 1947
•Water Agencies (Powers) Act 1984",0
"M36/72","Condition","11","14","Rights of ingress to and egress from the telegraph line being at all times preserved to employees of the Australian Telecommunications Commission.",0
"M24/951","Condition","16","16","The Lessee shall not excavate, drill, install, erect, deposit or permit to be excavated, drilled, installed, erected or deposited within the Safety Zone established in Condition 14 hereof, any pit, well, pavement, foundation, building, or other structure or installation, or material of any nature whatsoever without the prior written consent of the Director Petroleum DMP",0
"E15/1587","Condition","7","7","No interference with Geodetic Survey Station SSM-KG 16 and mining within 15 metres thereof being confined to below a depth of 15 metres from the natural surface.",0
"G26/130","Condition","","3","Consent to activities in respect to the lease purposes on Government Requirements 44824 granted by the Minister responsible for the Mining Act 1978.",0
"G37/15","Condition","15","18","A complete review of the active tailings facility being provided by an engineering / geotechnical specialist on an annual basis. Such reviews being submitted to the State Mining Engineer and shall review the performance, validate the design, examine the tailings management and present and review the results of all environmental monitoring. The annual review report should be accompanied by a recent survey pick-up of the facility and updated storage data sheets.",0
"L15/102","Condition","13","15","Further to Clause 2 hereof, a log book shall be kept setting out the times and dates of all such inspections and the person who conducted same together with details of observations made during such inspection and such log book shall be made available to the Inspector for inspection from time to time forthwith upon demand by the Inspector.",0
"CML12/754","Condition","10","10","The provisions of the Bush Fires Act, 1959, and the Regulations thereunder.",0
"M15/103","Condition","43","51","Management of mine closure to be undertaken in accordance with the Mine Closure Plan (Reg ID 81173) ""Widgiemooltha Gold Project Revised Mine Closure Plan – Version 7"" dated 12 June 2019 signed by Robert Hartley – Exploration Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MPMCP-81173 as Doc ID 6684022.",0
"M09/157","Condition","11","11","The Lessee will report any unplanned incident that will cause, or is likely to cause, injury to the land, including any relevant breach of environmental outcome or performance criteria in the approved mining proposal, to the Executive Director, Resources and Environmental Compliance, DMIRS, within 24 hours of the lessee becoming aware of the occurrence of the incident.",0
"M36/27","Condition","11","25","The construction of any tailings impoundment embankment shall be supervised by an engineering or geotechnical specialist.",0
"E70/3032","Condition","8","8","No surface excavation approaching closer to the boundary of the Safety Zone established by Condition (7) hereof than a distance equal to three times the depth of the excavation without the prior written approval of the State Mining Engineer, DoCEP.",0
"E63/1840","Endorsement","4","9","The rights of ingress to and egress from, and to cross over and through, the mining tenement being at all reasonable times preserved to officers of DWER for inspection and investigation purposes.",0
"E74/401","Condition","8","9","Prior to any activity involving disturbance to vegetation and soils including:-
* exploration access; and/or
* exploration sampling;
the licensee preparing a detailed program for each phase of proposed exploration for written approval of the Director, Environment, DoIR.The Director, Environment, DoIR to consult with the Regional/District Manager, Department of Environment and Conservation or other government agency (as relevant) prior to approval. This program to describe the environmental impacts and programs for their management and is to include:-
* maps and/or aerial photographs showing the proposed locations of all ground activities and disturbances;
* the purpose, specifications and extent of each activity and disturbance;
* descriptions of all vegetation types (in general terms), land forms, and unusual features likely to be disturbed by such proposed disturbances.
* details on proposals that may disturb sensitive terrestrial habitats including any declared rare flora and fauna if applicable;
* procedures to protect the integrity of special ecosystems such as wetland systems, mangal communities and rainforests areas (and/or associated rainforest monitoring sites) if applicable;
* techniques, prescriptions, and timetable for rehabilitation of all proposed disturbances;
* undertaking for corrective measures for failed rehabilitation;
* details of water requirements from within the designated area;
* details of refuse disposal; and
* proposals for instruction and supervision of personnel and contractors in respect to environmental conditions.",0
"M15/597","Condition","5","6","All waste materials, rubbish, plastic sample bags, abandoned equipment and temporary buildings being removed from the mining tenement prior to the termination of exploration programme.",0
"M09/141","Condition","3","3","The rights of ingress to and egress from Miscellaneous Licence 09/28 being at all times preserved to the licensee and no interference with the purpose or installations connected to the licence.",0
"M08/117","Condition","","11","Consent to Mine on Ministerial Temporary Reserve 2614H given by Minister for Mines",0
"M59/233","Condition","5","6","All waste materials, rubbish, plastic sample bags, abandoned equipment and temporary buildings being removed from the mining tenement prior to or at the termination of exploration programme",0
"P24/4628","Condition","9","9","No interference with the drainage pattern, and no parking, storage or movement of equipment or vehicles used in the course of mining within the Safety Zone established by Condition 7 hereof without the prior approval of the operators of the Pipeline Licence 37.",0
"P39/5377","Condition","","9","Consent to prospect on Water Reserve 5867 granted by the Minister reponsible for the Mining Act 1978.",0
"M77/999","Endorsement","4","57","The land the subject of this lease affects a Rare Flora site (including Rare Flora Site 91976) declared under the Wildlife Conservation Act 1950. The lessee is advised to contact the Department of Environment and Conservation for information on the management of Declared Rare Flora (or Priority Listed Flora) present within the tenement area.",0
"M20/54","Condition","30","41","An engineering or geotechnical specialist shall audit and review the active tailings storage facility on an annual basis. The specialist shall review past performance, validate the design, examine tailings management, and review the results of monitoring. Any deficiencies noted in the audit and review report shall be suitabily addressed and improved. The audit and review report shall be submitted to DMP and should be accompanied by a recent survey pick-up of the facility and an updated tailings storage data sheet.",0
"M45/514","Condition","8","13","No mining being carried out within 400 metres of any water supply bore or within 30 metres of any other bore or well without the written permission of the owner of that bore or well.",0
"M70/1316","Condition","15","15","The Lessee providing reasonable access to Main Roads' employees, contractors and agents to the land designated FNA 12883 (Proposed Whiteman Yanchep Highway - Northern section) in Tengraph and not interfering with the operations of Main Roads' employees, contractors and agents thereon.",0
"G37/26","Condition","21","22","At the time of close-out of the tailings storage facility and prior to rehabilitation, a further review report by a geotechnical/engineering specialist will be required to be submitted to the Executive Director, Environment Division, DMP. This report should review the status of the structure and its contained tailings, examine and address the implications of the physical and chemical characteristics of the materials, and present and address the results of all environmental monitoring. The rehabilitation stabilisation works proposed and any on-going remedial requirements should also be addressed.",0
"M38/205","Condition","17","36","The outslopes of the tailings dam are to be progressively covered with topsoil and revegetated with local native grasses, shrubs and trees to the satisfaction of the State Mining Engineer.",0
"E46/566","Condition","8","8","No interference with Geodetic Survey Stations SSM-G9 and SSM-G10 and mining within 15 metres thereof being confined to below a depth of 15 metres from the natural surface.",0
"M63/119","Condition","14","21","The lessee designating to the Regional Manager, CALM a responsible officer to direct and control the rehabilitation program.",0
"L77/104","Condition","4","4","Wherever any part of the road intersects an existing fence the holder shall construct a livestock grid having such dimensions and to be constructed of such materials and be of such a standard as determined by the Inspector.",0
"G26/47","Condition","10","13","The construction and operations of the project and measures to protect the environment to be carried out generally in accordance with the documents titled:
* ""Notice of Intent - Fimiston Project Phase II - New Tailings Storage"" dated March 1991 and retained on Mines Department File No. 1140/91.
* Letter of Intent ""Finiston State II Tailings Seepage Control Drain and Sump"" dated 21 February 1995 and retained on Department of Minerals and Energy File No. 2031/95.
* ""Addendum to Notice of Intent - Modifications of Wall Geometry - Fimiston II, Paddocks ""A"" and ""B"" - dated 8 August 1995 and retained on Department of Minerals and Energy File No. 2009/96.
* "" Addendum to Notice of Intent: Proposed Increase in the Storage Capacity of the Fimiston II Tailings Storage Facility at KCGM Volume I and Volume II"" (MP 5711) dated September 2005, written by Golder Associates, unsigned and retained on Department of Industry and Resources File No. E2561/200312
* Letter of commitment titled ""re: Addendum to the Mining Proposal for the Increase in Height of the Fimiston II TSF"" (MP 5711) dated 16 January 2006, signed by Russell Cole, General Manager KCGM and retained on Department of Industry and Resources File No. E2561/200312;
* (Reg ID: 56261) “Fimiston II Tailings Storage Facility Height Increase – Mining Proposal “ dated 7 September 2015 signed by Ian Butler -- General Manager (Acting), and retained on Department of Mines and Petroleum file no. EARS-MP-56261 as Doc ID 3796089;
* (MCP Reg ID 73194) ""Kalgoorlie Consolidated Gold Mines, Mine Closure Plan, March 2018"" dated 23 March 2018 signed by Cecile Thaxter, General Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MCP-73194 as Doc ID 5663597;
* (MP Reg ID 75568) ""Mining Proposal - Fimiston Tailings Storage Facilities Closure Implementation Project"" dated 6 August 2018 signed by Cecile Thaxter, General Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MP-75568 as Doc ID 5951348
Where a difference exists between the above documents and the following conditions, then the following conditions shall prevail.",0
"M52/300","Condition","11","20","At the completion of operations, all buildings and structures being removed from site or demolished and buried to the satisfaction of the Director, Environment Division.",0
